  MODEL NUMBER   13 KUNASZ, HUMMER & MIHALAS

     45
   113.9000      -11.17712       133.1800      -8.961354       160.3100    
  -6.793197       160.3200      -6.793251       188.1900      -5.258070    
   227.8100      -3.774421       227.8200       2.067941       258.4400    
   2.171205       258.4500       2.171171       314.7400       2.292021    
   402.4100       2.380587       402.4200       2.380565       447.5000    
   2.401538       503.9700       2.415115       503.9800       2.410298    
   577.7400       2.406060       676.8200       2.384978       740.3000    
   2.365909       816.9200       2.338366       861.5000       2.321014    
   911.2200       2.300278       911.2300       2.288669       971.9800    
   2.232610       1025.130       2.184366       1214.960       2.019201    
   1525.760       1.772552       2050.270       1.415102       2050.280    
   1.407098       2624.300       1.077498       3644.700      0.6018010    
   3644.800      0.6257771       4165.600      0.4321693       4859.800    
  0.2030878       5695.100     -3.8278215E-02   5695.200     -3.9893515E-02
   6560.800     -0.2595891       8200.800     -0.6137880       8200.900    
 -0.6065986       10498.00      -1.001489       14579.00      -1.539131    
   14580.00      -1.537191       18744.00      -1.953400       22779.00    
  -2.279545       22780.00      -2.279183       45208.00      -1.820906    
