  MODEL NUMBER    4 KUNASZ, HUMMER & MIHALAS

     45
   113.9000      -8.931923       133.1800      -6.920154       160.3100    
  -4.940797       160.3200      -4.702452       188.1900      -3.322069    
   227.8100      -1.974421       227.8200      -1.590060       258.4400    
 -0.8371950       258.4500       2.485571       314.7400       2.529221    
   402.4100       2.546987       402.4200       2.550565       447.5000    
   2.548338       503.9700       2.539115       503.9800       2.533898    
   577.7400       2.506460       676.8200       2.460178       740.3000    
   2.427109       816.9200       2.384766       861.5000       2.359814    
   911.2200       2.331078       911.2300       2.289469       971.9800    
   2.232610       1025.130       2.184366       1214.960       2.020001    
   1525.760       1.776952       2050.270       1.422302       2050.280    
   1.409498       2624.300       1.080698       3644.700      0.5990010    
   3644.800      0.6305771       4165.600      0.4365694       4859.800    
  0.2058878       5695.100     -3.8678210E-02   5695.200     -3.9893515E-02
   6560.800     -0.2631891       8200.800     -0.6245880       8200.900    
 -0.6161986       10498.00      -1.020289       14579.00      -1.567931    
   14580.00      -1.565991       18744.00      -1.989000       22779.00    
  -2.319145       22780.00      -2.318783       45208.00      -3.488106    
