  MODEL NUMBER   14 KUNASZ, HUMMER & MIHALAS

     45
   113.9000      -11.70872       133.1800      -9.407354       160.3100    
  -7.152398       160.3200      -7.152452       188.1900      -5.554069    
   227.8100      -4.006022       227.8200       2.085541       258.4400    
   2.189605       258.4500       2.189572       314.7400       2.311221    
   402.4100       2.399387       402.4200       2.399365       447.5000    
   2.419538       503.9700       2.431115       503.9800       2.427098    
   577.7400       2.422460       676.8200       2.400178       740.3000    
   2.380309       816.9200       2.353165       861.5000       2.335814    
   911.2200       2.315478       911.2300       2.287468       971.9800    
   2.231010       1025.130       2.182767       1214.960       2.016401    
   1525.760       1.769352       2050.270       1.412302       2050.280    
   1.402698       2624.300       1.074298       3644.700      0.6018010    
   3644.800      0.6213771       4165.600      0.4285693       4859.800    
  0.2014878       5695.100     -3.7878219E-02   5695.200     -4.0293496E-02
   6560.800     -0.2575891       8200.800     -0.6081880       8200.900    
 -0.6013986       10498.00     -0.9902887       14579.00      -1.519931    
   14580.00      -1.517991       18744.00      -1.927800       22779.00    
  -2.249145       22780.00      -2.248783       45208.00      -3.396906    
