  MODEL NUMBER   22 KUNASZ, HUMMER & MIHALAS

     45
   113.9000      -3.871524       133.1800      -2.489353       160.3100    
  -1.161597       160.3200      -1.407251       188.1900     -0.6076686    
   227.8100      0.1455787       227.8200       3.186741       258.4400    
   3.176005       258.4500       3.240371       314.7400       3.202821    
   402.4100       3.102987       402.4200       3.102965       447.5000    
   3.043939       503.9700       2.968715       503.9800       2.968698    
   577.7400       2.870860       676.8200       2.744178       740.3000    
   2.666309       816.9200       2.575566       861.5000       2.524214    
   911.2200       2.468278       911.2300       2.526669       971.9800    
   2.452610       1025.130       2.389967       1214.960       2.182801    
   1525.760       1.889352       2050.270       1.485502       2050.280    
   1.478698       2624.300       1.121098       3644.700      0.6198010    
   3644.800      0.6421770       4165.600      0.4409693       4859.800    
  0.2058878       5695.100     -3.9078202E-02   5695.200     -4.0693503E-02
   6560.800     -0.2619891       8200.800     -0.6157880       8200.900    
 -0.6133986       10498.00      -1.006289       14579.00      -1.539131    
   14580.00      -1.538791       18744.00      -1.950600       22779.00    
  -2.273145       22780.00      -2.273183       45208.00      -3.419306    
