  MODEL NUMBER    5 KUNASZ, HUMMER & MIHALAS

     45
   113.9000      -9.678724       133.1800      -7.571354       160.3100    
  -5.471198       160.3200      -5.140852       188.1900      -3.689670    
   227.8100      -2.263621       227.8200      -1.705260       258.4400    
 -0.9391952       258.4500       2.418772       314.7400       2.498821    
   402.4100       2.530187       402.4200       2.531365       447.5000    
   2.526338       503.9700       2.510315       503.9800       2.508298    
   577.7400       2.474060       676.8200       2.420178       740.3000    
   2.383509       816.9200       2.337966       861.5000       2.310614    
   911.2200       2.280278       911.2300       2.433469       971.9800    
   2.368210       1025.130       2.312767       1214.960       2.124401    
   1525.760       1.849752       2050.270       1.461902       2050.280    
   1.463498       2624.300       1.113498       3644.700      0.6190010    
   3644.800      0.6477771       4165.600      0.4453693       4859.800    
  0.2082878       5695.100     -3.9478198E-02   5695.200     -4.0293496E-02
   6560.800     -0.2643891       8200.800     -0.6233880       8200.900    
 -0.6173986       10498.00      -1.016689       14579.00      -1.555531    
   14580.00      -1.554391       18744.00      -1.970200       22779.00    
  -2.295145       22780.00      -2.295183       45208.00      -3.449706    
