  MODEL NUMBER   20 KUNASZ, HUMMER & MIHALAS

     45
   113.9000       2.742877       133.1800       2.747046       160.3100    
   2.936003       160.3200       3.291149       188.1900       3.427131    
   227.8100       3.569979       227.8200       4.121941       258.4400    
   4.044405       258.4500       4.042372       314.7400       3.889621    
   402.4100       3.659387       402.4200       3.659366       447.5000    
   3.548338       503.9700       3.415915       503.9800       3.415898    
   577.7400       3.254860       676.8200       3.056578       740.3000    
   2.939109       816.9200       2.805565       861.5000       2.731414    
   911.2200       2.652278       911.2300       2.768669       971.9800    
   2.679010       1025.130       2.604367       1214.960       2.361601    
   1525.760       2.027352       2050.270       1.579903       2050.280    
   1.578298       2624.300       1.193098       3644.700      0.6670009    
   3644.800      0.6785771       4165.600      0.4649693       4859.800    
  0.2162878       5695.100     -4.1078199E-02   5695.200     -4.1893490E-02
   6560.800     -0.2731891       8200.800     -0.6413880       8200.900    
 -0.6401986       10498.00      -1.049089       14579.00      -1.599531    
   14580.00      -1.599591       18744.00      -2.023400       22779.00    
  -2.353945       22780.00      -2.353983       45208.00      -3.521306    
