  MODEL NUMBER    2 KUNASZ, HUMMER & MIHALAS

     45
   113.9000      -12.04912       133.1800      -9.965354       160.3100    
  -7.370797       160.3200      -7.326052       188.1900      -5.407269    
   227.8100      -3.585221       227.8200      -2.148059       258.4400    
  -1.355995       258.4500       2.269971       314.7400       2.331221    
   402.4100       2.377387       402.4200       2.387765       447.5000    
   2.402739       503.9700       2.417515       503.9800       2.404298    
   577.7400       2.397260       676.8200       2.377778       740.3000    
   2.360309       816.9200       2.334765       861.5000       2.318214    
   911.2200       2.298278       911.2300       2.217069       971.9800    
   2.163010       1025.130       2.117167       1214.960       1.960801    
   1525.760       1.728152       2050.270       1.387502       2050.280    
   1.372298       2624.300       1.053898       3644.700      0.5838010    
   3644.800      0.6133770       4165.600      0.4249693       4859.800    
  0.2006878       5695.100     -3.7878219E-02   5695.200     -3.9493475E-02
   6560.800     -0.2571891       8200.800     -0.6105880       8200.900    
 -0.6029986       10498.00     -0.9974888       14579.00      -1.535131    
   14580.00      -1.533591       18744.00      -1.950600       22779.00    
  -2.277145       22780.00      -2.276783       45208.00      -3.439306    
