  MODEL NUMBER   17 KUNASZ, HUMMER & MIHALAS

     45
   113.9000      -3.365123       133.1800      -2.073354       160.3100    
 -0.8411969       160.3200      -1.106452       188.1900     -0.3644687    
   227.8100      0.3231788       227.8200       3.196341       258.4400    
   3.178405       258.4500       3.268771       314.7400       3.230021    
   402.4100       3.134987       402.4200       3.134965       447.5000    
   3.078739       503.9700       3.005115       503.9800       3.005098    
   577.7400       2.907660       676.8200       2.777778       740.3000    
   2.696309       816.9200       2.600765       861.5000       2.546614    
   911.2200       2.487478       911.2300       2.561469       971.9800    
   2.490610       1025.130       2.430367       1214.960       2.228801    
   1525.760       1.936952       2050.270       1.526702       2050.280    
   1.523898       2624.300       1.158698       3644.700      0.6450010    
   3644.800      0.6681771       4165.600      0.4589694       4859.800    
  0.2142878       5695.100     -4.0678207E-02   5695.200     -4.1093480E-02
   6560.800     -0.2711892       8200.800     -0.6381880       8200.900    
 -0.6349986       10498.00      -1.043889       14579.00      -1.594731    
   14580.00      -1.593991       18744.00      -2.018600       22779.00    
  -2.349545       22780.00      -2.349583       45208.00      -3.521306    
