  MODEL NUMBER   15 KUNASZ, HUMMER & MIHALAS

     45
   113.9000      -5.247924       133.1800      -3.690153       160.3100    
  -2.181997       160.3200      -2.460851       188.1900      -1.524069    
   227.8100     -0.6360213       227.8200       2.229941       258.4400    
   2.191205       258.4500       2.777571       314.7400       2.790821    
   402.4100       2.768587       402.4200       2.768565       447.5000    
   2.746738       503.9700       2.713115       503.9800       2.713098    
   577.7400       2.661260       676.8200       2.581778       740.3000    
   2.526709       816.9200       2.457165       861.5000       2.415814    
   911.2200       2.369078       911.2300       2.352268       971.9800    
   2.291410       1025.130       2.239967       1214.960       2.065601    
   1525.760       1.810152       2050.270       1.443102       2050.280    
   1.428698       2624.300       1.091897       3644.700      0.6038010    
   3644.800      0.6325771       4165.600      0.4369693       4859.800    
  0.2054878       5695.100     -3.8678210E-02   5695.200     -4.0693503E-02
   6560.800     -0.2627891       8200.800     -0.6213880       8200.900    
 -0.6153986       10498.00      -1.015889       14579.00      -1.560731    
   14580.00      -1.559191       18744.00      -1.981000       22779.00    
  -2.311145       22780.00      -2.310783       45208.00      -3.482506    
