        mid153       082011           30.7116   -77.2314    26667    25000      
        mid106       142019          254.9908   -77.1460    49490    28514      
        mid117       148019          285.0092   -77.1460    74990    44786      
        mid082       064010          140.2921   -77.1052    30006    45934      
        mid154       082010           39.7080   -77.1052    27839    28465      
        mid080       064012          158.2478   -77.0515    35593    42564      
        mid153       082012           21.7522   -77.0515    27286    23064      
        mid104       141019          250.1793   -76.9227    46877    27773      
        mid120       149019          289.8207   -76.9227    87273    57001      
        s3south      034007          110.4960   -76.8657    54536    78450      
        s3south      040007           69.5040   -76.8657    88031    81473      
        mid089       065008          121.9786   -76.7971    36978    66540      
        mid153       081008           58.0215   -76.7971    36324    42994      
        mid094       136018          224.7982   -76.7760    23164    45150      
        mid130       154018          315.2018   -76.7760    25618    26836      
        mid083       064009          131.6637   -76.6815    28829    49082      
        mid156       082009           48.3363   -76.6815    31031    35161      
        mid102       140019          245.5177   -76.6414    39249    32704      
        mid122       150019          294.4823   -76.6414    82253    63573      
        mid085       131016          196.8427   -76.6408    23261    45033      
        mid140       159016          343.1573   -76.6408    26225    23118      
        mid136       157017          331.1214   -76.6093    17780    24080      
        mid088       133017          208.8786   -76.6092    23043    38547      
        mid080       064013          166.7750   -76.5777    30501    40257      
        mid152       082013           13.2250   -76.5777    28914    20417      
        s3south      037006           90.0000   -76.5607   284598   133436      
        s3south      036006           95.5377   -76.4158   138294    85231      
        s3south      038006           84.4623   -76.4158   361776   175722      
        mid083       065015          185.3079   -76.3644    25123    46895      
        mid147       081015          354.6921   -76.3644    29891    18756      
        mid100       139019          241.0281   -76.3059    33574    42800      
        mid123       151019          298.9719   -76.3059    64671    56774      
        mid092       135018          220.9634   -76.2294    19741    39064      
        mid132       155018          319.0366   -76.2294    20397    24122      
        s3south      035006          100.7006   -75.9923    69493    78320      
        s3south      039006           79.2994   -75.9923   290472   161822      
        mid085       064008          123.7160   -75.9873    27403    51611      
        mid157       082008           56.2840   -75.9873    35271    43363      
        mid078       063010          140.8084   -75.9528    19613    28783      
        mid158       083010           39.1916   -75.9528    25073    30611      
        mid077       063011          149.0543   -75.9502    21535    26988      
        mid157       083011           30.9457   -75.9502    23195    28976      
        mid086       132017          205.7566   -75.9466    22978    39621      
        mid138       158017          334.2434   -75.9466    17643    24585      
        mid083       130016          194.3022   -75.9223    23272    46454      
        mid142       160016          345.6978   -75.9223    28518    21090      
        mid098       138019          236.7252   -75.9203    30143    52332      
        mid126       152019          303.2748   -75.9203    45730    43561      
        mid079       064014          174.5807   -75.8395    24425    37881      
        mid151       082014            5.4193   -75.8395    27323    17756      
        s3south      033007          114.9066   -75.7092    38548    68181      
        s3south      041007           65.0934   -75.7092    39855    52707      
        mid079       063009          132.7166   -75.6791    19842    31881      
        mid159       083009           47.2835   -75.6791    28085    35869      
        mid077       063012          157.1404   -75.6713    23320    25717      
        mid157       083012           22.8596   -75.6713    21111    26997      
        mid090       134018          217.3623   -75.6511    19979    34061      
        mid133       156018          322.6377   -75.6511    16630    23169      
        mid128       153019          307.3833   -75.4890    31807    32913      
        mid096       137019          232.6167   -75.4889    26620    51900      
        mid111       145020          270.0000   -75.4393    25349    30721      
        mid110       144020          265.4135   -75.4094    28522    29257      
        mid113       146020          274.5865   -75.4094    29845    29550      
        s3south      034006          105.2025   -75.3206    61681    84604      
        s3south      040006           74.7975   -75.3206   143272   106844      
        mid108       143020          260.8573   -75.3203    32890    25707      
        mid115       147020          279.1427   -75.3203    42998    31119      
        mid084       131017          202.8404   -75.2668    22627    43431      
        mid140       159017          337.1596   -75.2668    19220    22878      
        mid080       129016          191.9248   -75.1960    24799    45375      
        mid144       161016          348.0752   -75.1960    27978    18606      
        mid106       142020          256.3604   -75.1729    35156    22305      
        mid117       148020          283.6396   -75.1729    60988    38789      
        mid161       083008           54.9413   -75.1442    31536    44437      
        s3south      063008          125.0587   -75.1442    19387    35568      
        mid076       063013          164.7879   -75.1318    20805    23918      
        mid156       083013           15.2121   -75.1318    20618    23869      
        mid088       133018          213.9785   -75.0451    21613    34229      
        mid136       157018          326.0215   -75.0451    14359    23167      
        mid094       136019          228.7050   -75.0161    21762    44135      
        mid130       154019          311.2950   -75.0161    23280    26005      
        mid104       141020          251.9489   -74.9692    33074    23874      
        mid119       149020          288.0511   -74.9692    74493    49559      
        mid079       064015          181.5206   -74.8756    25459    34825      
        mid151       082015          358.4794   -74.8756    23427    15681      
        mid074       062010          140.9735   -74.7950    10146    13868      
        mid162       084010           39.0265   -74.7950    19653    34046      
        mid102       140020          247.6450   -74.7116    31094    32177      
        mid122       150020          292.3550   -74.7116    73989    56950      
        mid073       062011          148.5609   -74.6739    10147    11495      
        mid161       084011           31.4391   -74.6739    16798    33977      
        mid075       062009          133.3928   -74.6602    11791    17120      
        mid163       084009           46.6072   -74.6602    22916    37113      
        mid082       130017          200.1068   -74.5727    22233    46439      
        mid142       160017          339.8932   -74.5727    21599    20668      
        s3south      037005           90.0000   -74.5607   323756   159279      
        mid092       135019          224.9874   -74.5059    18074    36122      
        mid132       155019          315.0126   -74.5059    18430    22618      
        mid078       128016          189.6887   -74.4634    25517    41453      
        mid146       162016          350.3112   -74.4634    25981    16959      
        s3south      036005           93.8877   -74.4591   207208   120675      
        s3south      038005           86.1123   -74.4591   369960   186279      
        s3south      033006          108.8884   -74.4427    44846    72717      
        s3south      041006           71.1116   -74.4427    51775    68789      
        mid086       132018          210.7948   -74.4153    22082    36761      
        mid138       158018          329.2052   -74.4153    13449    23911      
        mid100       139020          243.4667   -74.4029    31989    43396      
        mid123       151020          296.5333   -74.4029    62035    52983      
        s3south      032007          118.0292   -74.3750    21319    38744      
        s3south      042007           61.9708   -74.3750    33630    55095      
        mid075       063014          171.8044   -74.3585    19219    23200      
        mid155       083014            8.1956   -74.3585    20050    21308      
        mid072       062012          155.9149   -74.3031    11080    10543      
        mid161       084012           24.0851   -74.3031    14088    30896      
        mid165       084008           53.9425   -74.2762    26301    44535      
        wrap         062008          126.0575   -74.2762    13957    20134      
        s3south      035005           97.5832   -74.1598   108896    97524      
        s3south      039005           82.4168   -74.1598   323895   176442      
        mid098       138020          239.4273   -74.0464    32656    53002      
        mid125       152020          300.5727   -74.0464    46140    42186      
        mid090       134019          221.4579   -73.9624    18666    30574      
        mid133       156019          318.5421   -73.9624    14840    21227      
        mid080       129017          197.5351   -73.8668    23075    46923      
        mid144       161017          342.4649   -73.8668    22517    18811      
        mid084       131018          207.7943   -73.7648    21094    40937      
        mid140       159018          332.2057   -73.7648    13847    22390      
        mid077       127016          187.5756   -73.7260    25833    35916      
        mid149       163016          352.4244   -73.7260    20926    15879      
        mid072       062013          162.8380   -73.6994    10887    10655      
        mid160       084013           17.1620   -73.6994    13958    28142      
        s3south      034005          100.9245   -73.6783    73683    92105      
        s3south      040005           79.0755   -73.6783   209014   137318      
        mid096       137020          235.5358   -73.6454    29589    52932      
        mid127       153020          304.4642   -73.6454    32618    33518      
        mid166       085010           39.1402   -73.6367    14513    34634      
        wrap         061010          140.8598   -73.6367    10213     9514      
        mid168       085009           46.2424   -73.6315    16810    36221      
        wrap         061009          133.7576   -73.6315    12331    12871      
        mid111       145021          270.0000   -73.4393    21694    31537      
        mid110       144021          265.7753   -73.4118    21064    26730      
        mid113       146021          274.2247   -73.4118    26177    32669      
        mid165       085011           32.1325   -73.4058    11884    33425      
        wrap         061011          147.8675   -73.4058     8809     7072      
        s3south      032006          111.7223   -73.4041    27998    47266      
        s3south      042006           68.2777   -73.4041    37741    65294      
        mid169       085008           53.2415   -73.3904    19499    41916      
        wrap         061008          126.7585   -73.3904    13944    16501      
        mid088       133019          218.1081   -73.3892    20621    31691      
        mid136       157019          321.8919   -73.3892    12461    20736      
        mid075       063015          178.0974   -73.3841    19320    21444      
        mid155       083015            1.9026   -73.3841    17375    18737      
        mid108       143021          261.5729   -73.3296    23193    21435      
        mid115       147021          278.4271   -73.3296    37641    32716      
        mid094       136020          231.7968   -73.2034    24084    44734      
        mid129       154020          308.2032   -73.2034    22694    27271      
        mid106       142021          257.4141   -73.1936    25614    17976      
        mid117       148021          282.5859   -73.1936    54311    36459      
        mid078       128017          195.1068   -73.1510    23860    43825      
        mid146       162017          344.8932   -73.1510    21445    18433      
        mid082       130018          204.9603   -73.0966    19731    44380      
        mid142       160018          335.0397   -73.0966    15292    19986      
        s3south      033005          103.7991   -73.0376    56920    79204      
        s3south      041005           76.2009   -73.0376   100882    98194      
        mid104       141021          253.3186   -73.0051    26852    19709      
        mid119       149021          286.6814   -73.0051    67212    44723      
        mid074       126016          185.5697   -72.9851    23228    28995      
        mid150       164016          354.4302   -72.9851    16898    16272      
        mid165       085012           25.4011   -72.9483    10207    28933      
        wrap         061012          154.5989   -72.9483     7750     5705      
        s3south      031007          120.0428   -72.9233    16158    21313      
        s3south      043007           59.9572   -72.9233    22626    51595      
        mid071       062014          169.2010   -72.8875    10371    10452      
        mid159       084014           10.7990   -72.8875    16302    26594      
        mid086       132019          214.9279   -72.7897    20923    35571      
        mid138       158019          325.0721   -72.7897    11815    21618      
        mid102       140021          249.3037   -72.7661    29088    28078      
        mid122       150021          290.6963   -72.7661    69425    52467      
        mid092       135020          228.2118   -72.7240    19389    36254      
        mid131       155020          311.7882   -72.7240    16123    23314      
        mid171       086009           46.1366   -72.5985    12225    31087      
        wrap         060009          133.8634   -72.5985    14333    14581      
        s3south      037004           90.0000   -72.5607   354198   197664      
        s3south      036004           92.5995   -72.4928   278131   169669      
        s3south      038004           87.4005   -72.4928   377346   209485      
        s3south      086008           52.7985   -72.4927    14075    36376      
        wrap         060008          127.2015   -72.4927    14929    16250      
        mid170       086010           39.4785   -72.4823    10978    30170      
        wrap         060010          140.5215   -72.4823    13859    13381      
        mid100       139021          245.3840   -72.4787    33274    38656      
        mid123       151021          294.6160   -72.4787    60880    50115      
        mid076       127017          192.8058   -72.4272    24953    38582      
        mid148       163017          347.1942   -72.4272    18323    18859      
        mid080       129018          202.2773   -72.4133    19946    45826      
        mid144       161018          337.7227   -72.4133    16236    18494      
        s3south      035004           95.1029   -72.2919   188874   137898      
        s3south      039004           84.8971   -72.2919   349751   202210      
        mid164       085013           19.0860   -72.2818    10650    26266      
        wrap         061013          160.9140   -72.2818     6802     4878      
        s3south      032005          106.1483   -72.2645    39325    58110      
        s3south      042005           73.8517   -72.2645    52121    79454      
        s3south      031006          113.7483   -72.2481    22033    29956      
        s3south      043006           66.2517   -72.2481    28057    62462      
        mid072       125016          183.6579   -72.2417    18684    21052      
        mid153       165016          356.3421   -72.2417    15782    18614      
        mid090       134020          224.7792   -72.2105    19030    30939      
        mid133       156020          315.2208   -72.2105    13034    21442      
        mid084       131019          211.9066   -72.1672    18718    39024      
        mid140       159019          328.0934   -72.1672    12543    20899      
        mid169       086011           32.9837   -72.1484     9244    27718      
        wrap         060011          147.0163   -72.1484    13399    12251      
        mid098       138021          241.5711   -72.1457    36384    47132      
        mid125       152021          298.4290   -72.1457    46213    41035      
        s3south      034004           97.4238   -71.9655   116700   111307      
        s3south      040004           82.5762   -71.9655   274965   178719      
        mid071       062015          174.9461   -71.8954     8467     8710      
        mid159       084015            5.0539   -71.8954    18058    24710      
        mid096       137021          237.8734   -71.7696    32808    48224      
        mid127       153021          302.1266   -71.7696    31847    33836      
        mid078       128018          199.7311   -71.7170    21109    43350      
        mid146       162018          340.2689   -71.7170    15028    18786      
        mid074       126017          190.6179   -71.6969    22702    30562      
        mid150       164017          349.3821   -71.6969    15596    20686      
        mid088       133020          221.4951   -71.6662    20075    32023      
        mid136       157020          318.5049   -71.6662    11488    20185      
        mid169       086012           26.7887   -71.6086     8445    23391      
        wrap         060012          153.2113   -71.6086    12644    11877      
        s3south      087008           52.5788   -71.5881    10506    29697      
        wrap         059008          127.4212   -71.5881    19022    19924      
        mid175       087009           46.2479   -71.5656    10298    25294      
        mid999       059009          133.7521   -71.5656    18061    19640      
        s3south      033004           99.4933   -71.5254    78071    90639      
        s3south      041004           80.5067   -71.5254   186517   146950      
        mid140       160019          330.9671   -71.5244    14114    18965      
        mid082       130019          209.0329   -71.5243    16497    40929      
        mid070       124016          181.8285   -71.4968    12503    13699      
        mid154       166016          358.1714   -71.4968    17743    22143      
        mid111       145022          270.0000   -71.4393    19858    31278      
        mid163       085014           13.2734   -71.4288    13109    26246      
        wrap         061014          166.7266   -71.4288     4919     4089      
        mid110       144022          266.0613   -71.4137    18461    25216      
        mid113       146022          273.9387   -71.4137    24555    34647      
        s3south      030007          121.1442   -71.4019    20995    22287      
        s3south      044007           58.8558   -71.4019    14201    40192      
        s3south      031005          107.9589   -71.3875    32435    42349      
        s3south      043005           72.0411   -71.3875    40037    75938      
        mid094       136021          234.2966   -71.3534    25091    43243      
        mid129       154021          305.7034   -71.3534    21569    27355      
        mid108       143022          262.1396   -71.3370    22123    19783      
        mid115       147022          277.8604   -71.3370    34873    33253      
        mid174       087010           40.0001   -71.3350    10050    24641      
        mid999       059010          139.9999   -71.3350    17573    18670      
        mid106       142022          258.2513   -71.2100    27037    16655      
        mid117       148022          281.7487   -71.2100    50102    35049      
        mid085       132020          218.3541   -71.0942    18864    36183      
        mid138       158020          321.6459   -71.0942    10589    20716      
        mid104       141022          254.4115   -71.0337    30192    18375      
        mid119       149022          285.5884   -71.0337    61652    42156      
        s3south      030006          115.0514   -71.0130    25035    27467      
        s3south      044006           64.9487   -71.0130    22285    55833      
        mid076       127018          197.3083   -71.0098    22637    37679      
        mid148       163018          342.6917   -71.0098    13273    20595      
        s3south      032004          101.2634   -70.9867    59115    73482      
        s3south      042004           78.7366   -70.9867   110277   120580      
        mid072       125017          188.5305   -70.9615    17993    21074      
        mid152       165017          351.4695   -70.9615    15590    23488      
        mid173       087011           33.9619   -70.9040     9492    22618      
        mid999       059011          146.0381   -70.9040    17059    18342      
        mid092       135021          230.8438   -70.9000    20456    36572      
        mid131       155021          309.1562   -70.9000    15846    23502      
        mid168       086013           20.9920   -70.8805     9002    20673      
        wrap         060013          159.0080   -70.8805    11809    11805      
        mid080       129019          206.2958   -70.8638    16977    42244      
        mid143       161019          333.7042   -70.8638    14560    17921      
        mid102       140022          250.6343   -70.8097    32558    24778      
        mid121       150022          289.3657   -70.8097    63526    49076      
        mid068       123016          180.0721   -70.7511     6846     7163      
        mid157       167016          359.9279   -70.7511    17956    24270      
        mid999       058008          127.4470   -70.6811    23528    24635      
        s3south      088008           52.5530   -70.6811     9984    25572      
        s3south      019003           90.0000   -70.5607   379658   258352      
        mid100       139022          246.9313   -70.5397    35270    32468      
        mid123       151022          293.0687   -70.5397    56238    48096      
        mid179       088009           46.5425   -70.5366    10215    22855      
        mid999       058009          133.4575   -70.5366    21693    23624      
        mid083       131020          215.3496   -70.4974    15884    38889      
        mid140       159020          324.6504   -70.4974    11360    21158      
        s3south      030005          109.2501   -70.4336    33937    37676      
        s3south      044005           70.7499   -70.4336    37108    76549      
        mid163       085015            7.9980   -70.4136    14920    25221      
        wrap         061015          172.0020   -70.4136     3061     2473      
        mid089       134021          227.5157   -70.4124    19731    32383      
        mid133       156021          312.4843   -70.4124    13696    22211      
        s3south      018003           93.0850   -70.3986   285222   211155      
        s3south      020003           86.9150   -70.3986   377412   267086      
        s3south      031004          102.7072   -70.3658    49474    61771      
        s3south      043004           77.2928   -70.3658    71180   108011      
        mid074       126018          194.9971   -70.2934    21410    29092      
        mid150       164018          345.0029   -70.2934    12531    23477      
        mid173       087012           28.2344   -70.2856     9297    20069      
        mid999       059012          151.7656   -70.2856    16598    19002      
        mid098       138022          243.3126   -70.2259    36680    38071      
        mid125       152022          296.6874   -70.2259    44477    39713      
        mid070       124017          186.5327   -70.2221    11776    12813      
        mid154       166017          353.4673   -70.2221    17154    25420      
        mid178       088010           40.6734   -70.1978    10961    22873      
        mid999       058010          139.3266   -70.1978    19825    20870      
        mid077       128019          203.6844   -70.1878    18717    41456      
        mid146       162019          336.3156   -70.1878    13309    18471      
        mid066       122016          178.3800   -70.0053     2716     2607      
        mid159       168016            1.6200   -70.0053    16741    24855      
        mid167       086014           15.6501   -69.9845    10015    20114      
        wrap         060014          164.3499   -69.9845    10635    11700      
        s3south      017003           95.8335   -69.9305   171236   155902      
        s3south      021003           84.1665   -69.9305   297494   246168      
        mid087       133021          224.3111   -69.8935    19189    33309      
        mid135       157021          315.6889   -69.8935    12661    21235      
        mid081       130020          212.4743   -69.8784    13436    39307      
        mid140       160020          327.5257   -69.8784    13813    20564      
        mid096       137022          239.7859   -69.8706    31215    40853      
        mid127       153022          300.2141   -69.8706    31570    31702      
        s3south      029007          121.5103   -69.8484    27938    28551      
        s3south      045007           58.4897   -69.8484    17717    37634      
        mid184       089008           52.6960   -69.7754    12503    26773      
        mid999       057008          127.3040   -69.7754    26603    27566      
        s3south      029006          115.7287   -69.7316    31579    35414      
        s3south      045006           64.2713   -69.7316    30313    58724      
        s3south      030004          103.8160   -69.6800    47369    60762      
        s3south      044004           76.1840   -69.6800    64789   112408      
