*
*                   G R W P 7 0 8 2 4 7
*
*   Table file for flux standard GRWP708247 based on data from
*   Oke, J.B., 1974. Astrophys. J. Supp. Ser. 27, 21.
*   Adapted from SPICA .OKE file of the same or similar name.
*
*   These data are directly measured fluxes and should be used according
*   This file is designed for use with the Figaro routine GSPIKE.
*
SET .Z.UNITS = "mjy"
SET .Z.LABEL = "Flux"
SET .TABLE.BANDWIDTH =  40
SET .TABLE.LAMBDA_DOUBLE =  6000
*
  3336       22.080
  3376       21.878
  3416       22.491
  3456       22.699
  3496       22.699
  3536       22.284
  3576       22.699
  3616       22.080
  3656       20.893
  3696       21.086
  3736       21.878
  3776       20.512
  3816       20.512
  3856       20.701
  3896       20.893
  3936       20.893
  3976       20.701
  4016       21.086
  4056       22.491
  4096       22.699
  4136       20.324
  4176       21.086
  4216       22.080
  4256       22.080
  4296       21.677
  4336       21.878
  4376       22.491
  4416       22.080
  4456       21.281
  4496       20.893
  4536       20.893
  4576       21.677
  4616       21.281
  4656       21.478
  4696       22.080
  4736       22.080
  4776       22.284
  4816       22.491
  4856       22.491
  4896       22.080
  4936       21.878
  4976       21.478
  5016       21.677
  5056       21.677
  5096       20.893
  5136       21.478
  5176       21.281
  5216       21.281
  5256       20.893
  5296       21.878
  5336       21.478
  5376       21.478
  5416       20.324
  5456       20.324
  5496       20.701
  5536       20.701
  5576       20.324
  5616       19.770
  5656       19.409
  5696       19.409
  5736       19.231
  5776       19.055
  5816       18.535
  5856       16.144
  5896       17.219
  6000       18.030
  6072       17.378
  6152       17.865
  6232       17.701
  6312       17.219
  6392       17.378
  6472       17.378
  6552       17.539
  6632       17.061
  6712       17.061
  6792       16.144
  6872       15.417
  6952       14.997
  7032       14.588
  7112       14.588
  7192       14.588
  7272       14.859
  7352       15.417
  7432       15.276
  7512       15.276
  7592       14.997
  7672       15.417
  7752       14.723
  7832       14.588
  7912       14.322
  7992       14.191
  8072       14.723
  8152       14.322
  8232       13.804
  8312       14.191
  8392       12.823
  8472       11.912
  8552       12.246
  8632       12.246
  8712       12.474
  8792       14.454
  8872       12.474
  8952       13.804
  9032       13.428
  9112       12.023
  9192       13.183
