       1940.0000   4.2554116e-14       74.000000
       1945.0000   3.4015814e-14       111.00000
       1950.0000   3.6987986e-14       111.00000
       1955.0000   3.5854557e-14       74.000000
       1960.0000   3.2686835e-14       111.00000
       1965.0000   3.1864349e-14       111.00000
       1970.0000   3.6209789e-14       74.000000
       1975.0000   2.8784084e-14       110.00000
       1980.0000   3.0543633e-14       108.00000
       1985.0000   2.5657414e-14       74.000000
       1990.0000   2.5204073e-14       111.00000
       1995.0000   2.4507186e-14       111.00000
       2000.0000   2.5351929e-14       98.000000
       2005.0000   2.5270113e-14       60.000000
       2010.0000   2.4308827e-14       99.000000
       2015.0000   2.1533053e-14       109.00000
       2020.0000   2.2598851e-14       74.000000
       2025.0000   2.2265192e-14       109.00000
       2030.0000   2.1852375e-14       108.00000
       2035.0000   2.1622708e-14       72.000000
       2040.0000   2.0188188e-14       97.000000
       2045.0000   2.0143297e-14       86.000000
       2050.0000   2.0492570e-14       66.000000
       2055.0000   2.0027545e-14       97.000000
       2060.0000   1.8569008e-14       91.000000
       2065.0000   2.1810912e-14       69.000000
       2070.0000   1.9197505e-14       102.00000
       2075.0000   1.9584875e-14       102.00000
       2080.0000   1.8215568e-14       74.000000
       2085.0000   1.8609543e-14       111.00000
       2090.0000   2.0303409e-14       105.00000
       2095.0000   1.9194057e-14       68.000000
       2100.0000   1.9539117e-14       95.000000
       2105.0000   1.9869994e-14       103.00000
       2110.0000   1.8784953e-14       64.000000
       2115.0000   2.0236633e-14       100.00000
       2120.0000   2.0834350e-14       109.00000
       2125.0000   2.1821786e-14       74.000000
       2130.0000   1.9746560e-14       105.00000
       2135.0000   2.0340112e-14       97.000000
       2140.0000   2.0756922e-14       104.00000
       2145.0000   2.0815462e-14       74.000000
       2150.0000   1.9381419e-14       111.00000
       2155.0000   2.1915543e-14       111.00000
       2160.0000   2.0512489e-14       74.000000
       2165.0000   1.9164197e-14       109.00000
       2170.0000   1.9601698e-14       94.000000
       2175.0000   2.0200627e-14       60.000000
       2180.0000   2.1496225e-14       103.00000
       2185.0000   1.9003497e-14       111.00000
       2190.0000   1.9720505e-14       74.000000
       2195.0000   1.9144181e-14       111.00000
       2200.0000   1.7756373e-14       111.00000
       2205.0000   1.7803530e-14       74.000000
       2210.0000   2.0139343e-14       111.00000
       2215.0000   1.8521870e-14       111.00000
       2220.0000   1.9307797e-14       72.000000
       2225.0000   1.8724261e-14       109.00000
       2230.0000   1.8758314e-14       111.00000
       2235.0000   1.7669632e-14       74.000000
       2240.0000   1.8027451e-14       111.00000
       2245.0000   1.7751451e-14       111.00000
       2250.0000   1.5891492e-14       74.000000
       2255.0000   1.6825259e-14       111.00000
       2260.0000   1.6695616e-14       111.00000
       2265.0000   1.7951757e-14       74.000000
       2270.0000   1.6485451e-14       111.00000
       2275.0000   1.5239785e-14       106.00000
       2280.0000   1.8084530e-14       71.000000
       2285.0000   1.5774373e-14       111.00000
       2290.0000   1.5482524e-14       111.00000
       2295.0000   1.4461522e-14       74.000000
       2300.0000   1.5369005e-14       111.00000
       2305.0000   1.4735276e-14       111.00000
       2310.0000   1.5187235e-14       74.000000
       2315.0000   1.4217897e-14       111.00000
       2320.0000   1.4340554e-14       111.00000
       2325.0000   1.3461987e-14       71.000000
       2330.0000   1.2668407e-14       101.00000
       2335.0000   1.2415050e-14       104.00000
       2340.0000   1.1693489e-14       61.000000
       2345.0000   1.1770258e-14       89.000000
       2350.0000   1.1676328e-14       87.000000
       2355.0000   1.1204716e-14       91.000000
       2360.0000   1.0966428e-14       64.000000
       2365.0000   1.0933345e-14       93.000000
       2370.0000   1.0431343e-14       95.000000
       2375.0000   1.0422184e-14       52.000000
       2380.0000   1.0631069e-14       70.000000
       2385.0000   1.0333245e-14       73.000000
       2390.0000   9.7989128e-15       47.000000
       2395.0000   9.9767803e-15       74.000000
       2400.0000   9.7041578e-15       78.000000
       2405.0000   9.8460539e-15       49.000000
       2410.0000   9.4386741e-15       71.000000
       2415.0000   8.9191913e-15       69.000000
       2420.0000   8.5057205e-15       42.000000
       2425.0000   8.7576891e-15       68.000000
       2430.0000   8.5051305e-15       73.000000
       2435.0000   8.5103302e-15       47.000000
       2440.0000   8.0727530e-15       60.000000
       2445.0000   8.3449056e-15       62.000000
       2450.0000   8.3462213e-15       39.000000
       2455.0000   7.6885389e-15       57.000000
       2460.0000   7.7000723e-15       56.000000
       2465.0000   7.5551417e-15       36.000000
       2470.0000   7.2031470e-15       56.000000
